sweep,seed,n,m,weight_decay,nu2,eta,teacher_kind,teacher_norm,epsilon,c,t1,t2,grokking_delay,t2_over_t1_plus_one,initial_training_loss,initial_population_loss,training_loss_after_fit,population_loss_after_fit,population_loss_at_t2,population_loss_late,late_epoch,limiting_training_loss,limiting_population_loss,equation8_t1_upper,equation8_t2_lower,equation8_t1_pass,equation8_t2_pass,training_monotone_to_crossing,population_monotone_to_crossing,lambda_min_positive_phi_t_phi,lambda_max_phi_t_phi,gd_condition_rhs,gd_condition_pass,spectral_orthogonality_error,teacher_sparsity,theta_star_norm
sample_size,1,200,1000,0.0001,1,1,random,1,0.01,0.01,483,22459,21976,46.40289256198347,0.5134193307380913,1.034816504814499,0.00994342402692842,0.7493265141577223,0.009998792284014332,0.0008004905512585046,224590,2.3626916880873762e-07,0.0008004905511425565,4504.288090407708,11398.93610393092,True,True,True,True,0.31418911291938506,2.095725880215842,598.4635413549366,True,3.3306690738754696e-15,,
sample_size,2,200,1000,0.0001,1,1,random,1,0.01,0.01,410,22531,22121,54.819951338199516,0.46626476145312934,1.0247969538614696,0.009965031718316152,0.7903785285047975,0.009999473694047738,0.0007954467320707015,225310,2.2767042961653307e-07,0.0007954467323744497,4490.663276477226,11398.93610393092,True,True,True,True,0.3151423725914993,2.0786979705549946,596.761306108486,True,2.886579864025407e-15,,
sample_size,3,200,1000,0.0001,1,1,random,1,0.01,0.01,442,22713,22271,51.270880361173816,0.4819175166781811,1.045323141698725,0.009941871494778563,0.7902935417615258,0.009998756989883074,0.0007983373038284018,227130,2.48952515085864e-07,0.0007983373036710809,4361.376956519504,11398.93610393092,True,True,True,True,0.3244842841073556,2.0424078018792646,580.5780095839486,True,2.220446049250313e-15,,
sample_size,4,200,1000,0.0001,1,1,random,1,0.01,0.01,455,21941,21486,48.11622807017544,0.5382336782800664,0.9573775259888903,0.009937634071024553,0.6899817697822532,0.009999927883293295,0.0007669615233537278,219410,2.759296204540873e-07,0.0007669615234906123,4391.265905858847,11398.93610393092,True,True,True,True,0.32227569675759893,2.0763442218498933,584.3242797972911,True,3.1086244689504383e-15,,
sample_size,5,200,1000,0.0001,1,1,random,1,0.01,0.01,460,21959,21499,47.633405639913235,0.47838795722520844,0.9714525253379724,0.00998380195819263,0.712768936815175,0.009999394084899296,0.0007936262552965848,219590,2.303484708645145e-07,0.000793626256336606,4443.757477154879,11398.93610393092,True,True,True,True,0.31846883785490276,2.0975307644098993,590.8963474083172,True,3.219646771412954e-15,,
dimension,0,100,1000,0.0001,1,1,random,1,0.01,0.01,208,22698,22490,108.60287081339713,0.5538647184938577,0.9698206157782321,0.009930721099296875,0.8291502599938037,0.009999351572095642,0.0009044333756660793,226980,5.8403965843772595e-08,0.0009044333758088454,1534.9701493517568,11982.02043886351,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,,
dimension,1,100,1000,0.0001,1,1,random,1,0.01,0.01,218,23144,22926,105.68036529680366,0.5475522004602564,1.0348165048144988,0.009888409724405604,0.8871349454315453,0.00999988539733632,0.0009091934970459166,231440,4.993922844768697e-08,0.0009091934969670356,1473.337196906702,11982.02043886351,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,,
dimension,2,100,1000,0.0001,1,1,random,1,0.01,0.01,203,23045,22842,112.9656862745098,0.4941398313538378,1.0247969538614696,0.00988940514997773,0.8944701399072492,0.009998489159690932,0.000898304490784924,230450,5.6703481732271715e-08,0.0008983044909402106,1475.9602915067205,11982.02043886351,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,,
dimension,3,100,1000,0.0001,1,1,random,1,0.01,0.01,225,23163,22938,102.49115044247787,0.5814877505108658,1.045323141698725,0.00989258683439463,0.8881305273665548,0.009998352804642901,0.0008926046058177676,231630,5.443066050873935e-08,0.0008926046057148334,1483.573788058165,11982.02043886351,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,,
dimension,4,100,1000,0.0001,1,1,random,1,0.01,0.01,206,22597,22391,109.16425120772946,0.6279358053767029,0.9573775259888903,0.009891288844825015,0.809645121876931,0.009998880143517047,0.0008779188864032169,225970,6.549832440822532e-08,0.0008779188864558964,1481.2170087996312,11982.02043886351,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,,
dimension,5,100,1000,0.0001,1,1,random,1,0.01,0.01,229,22492,22263,97.79130434782608,0.6155542994036665,0.9714525253379724,0.009981244514914396,0.8107134520213468,0.009999510499678463,0.0008956168330967432,224920,5.313656526299258e-08,0.0008956168336316869,1452.6637163795704,11982.02043886351,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,,
dimension,0,100,2000,0.0001,1,1,random,1,0.01,0.01,207,22676,22469,109.01923076923077,0.5113257356961269,0.9505837043647712,0.009853800875398845,0.8631160583268447,0.009998602963559472,0.0004762445674464172,226760,2.520444045039969e-08,0.000476244567609661,1208.7827382477758,12249.6799501025,True,True,True,True,0.614052861007289,1.5246200659605058,160.24283558060955,True,2.220446049250313e-15,,
dimension,1,100,2000,0.0001,1,1,random,1,0.01,0.01,193,23043,22850,118.77835051546391,0.4379789740803365,1.0004595755306898,0.009840624720296447,0.921656378539477,0.009999473869553967,0.00046897049283819666,230430,3.053342305836905e-08,0.0004689704928368796,1185.9121021155386,12249.6799501025,True,True,True,True,0.6258950367680426,1.4808987594251048,157.2586578254381,True,2.4424906541753444e-15,,
dimension,2,100,2000,0.0001,1,1,random,1,0.01,0.01,196,23272,23076,118.13197969543147,0.3857063321683445,1.0474135921318442,0.009920955133031945,0.9694342730550712,0.009999780763092062,0.00047693723646627243,232720,2.4161763306402428e-08,0.00047693723651741257,1187.4511592048634,12249.6799501025,True,True,True,True,0.6250838133454674,1.4862383644588557,157.4595319525218,True,2.4424906541753444e-15,,
dimension,3,100,2000,0.0001,1,1,random,1,0.01,0.01,196,23183,22987,117.68020304568527,0.47267133759843466,1.0220057247522119,0.009930720893110994,0.9385884787060015,0.009999101345950147,0.000470991212620761,231830,2.899220869343147e-08,0.000470991212538098,1220.1929529031695,12249.6799501025,True,True,True,True,0.608310756910407,1.4687741601671074,161.7309724638835,True,2.55351295663786e-15,,
dimension,4,100,2000,0.0001,1,1,random,1,0.01,0.01,194,22765,22571,116.74358974358974,0.5711840385042898,0.9566879117284426,0.00985082278062382,0.8701727730108159,0.009999204500904272,0.00047868650725736066,227650,2.1595858474475542e-08,0.0004786865072462881,1208.1004348596823,12249.6799501025,True,True,True,True,0.6143996619316529,1.4608020764098106,160.15383430964454,True,2.886579864025407e-15,,
dimension,5,100,2000,0.0001,1,1,random,1,0.01,0.01,198,23006,22808,115.60804020100502,0.48526335942660836,1.0144157745283435,0.009866270243040638,0.929850453002059,0.009999288636672895,0.0004677787519245329,230060,3.2268401880787336e-08,0.00046777875210981927,1207.8783331338523,12249.6799501025,True,True,True,True,0.6145126362449767,1.486203201594911,160.12486248680668,True,2.220446049250313e-15,,
dimension,0,100,3000,0.0001,1,1,random,1,0.01,0.01,195,22725,22530,115.9438775510204,0.4749952093512866,0.9448964104645038,0.009920071120256398,0.8787766838259626,0.009998452727988593,0.00032366314674433876,227250,1.4600807654683654e-08,0.00032366314676947214,1123.699647285544,12335.777686299873,True,True,True,True,0.6785885854860583,1.3838690317939932,145.2245972526721,True,2.1094237467877974e-15,,
dimension,1,100,3000,0.0001,1,1,random,1,0.01,0.01,197,22956,22759,115.93939393939394,0.4347018329083494,0.9832355490669765,0.009875453643481519,0.9170209832454548,0.009999239140552597,0.000320411375363075,229560,2.0219215822030202e-08,0.0003204113753422928,1155.086643104285,12335.777686299873,True,True,True,True,0.660149399800337,1.3872641047442915,149.22045745291092,True,2.4424906541753444e-15,,
dimension,2,100,3000,0.0001,1,1,random,1,0.01,0.01,198,23234,23036,116.7537688442211,0.4817252545285527,1.049491314542135,0.009939929055407283,0.97820227197728,0.009998266044645132,0.00032093029304508844,232340,1.9286095497794833e-08,0.0003209302931129573,1127.728179472097,12335.777686299873,True,True,True,True,0.6761644942841005,1.3773295784487651,145.73764867319971,True,3.219646771412954e-15,,
dimension,3,100,3000,0.0001,1,1,random,1,0.01,0.01,214,23206,22992,107.93488372093023,0.511313378026243,1.031243217418547,0.009931277017947271,0.9537428355292424,0.00999958980037485,0.000322394960717578,232060,1.6237437083359992e-08,0.0003223949606357915,1131.7333763126576,12335.777686299873,True,True,True,True,0.6737715526665002,1.3832273247248776,146.24767527989508,True,3.552713678800501e-15,,
dimension,4,100,3000,0.0001,1,1,random,1,0.01,0.01,200,22870,22670,113.78109452736318,0.4616706647298171,0.9704988861770822,0.009987470330932452,0.9025022139298133,0.009998697715919987,0.00032156180321658525,228700,1.8466586481327504e-08,0.0003215618032186744,1123.189546852928,12335.777686299873,True,True,True,True,0.6788967688483363,1.3885063033118354,145.15962989226247,True,2.7755575615628914e-15,,
dimension,5,100,3000,0.0001,1,1,random,1,0.01,0.01,190,23029,22839,120.57068062827226,0.43760991079209854,1.0080741181802133,0.009982165950887655,0.943131824685428,0.00999813741046254,0.00032033213414909244,230290,1.9469897161533926e-08,0.0003203321342613461,1135.2532784819923,12335.777686299873,True,True,True,True,0.6716824946608382,1.3935500886809278,146.69586029160632,True,2.6645352591003757e-15,,
initialization,0,100,1000,0.0001,0.001,1,random,1,0.01,0.01,-1,0,1,,0.0008768237372627998,0.001910795063491232,0.0008768237372627998,0.001910795063491232,0.001910795063491232,0.0019071189929191607,1,5.8403965843772595e-08,0.0009044333758088454,785.7325120419266,nan,True,,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,,
initialization,1,100,1000,0.0001,0.001,1,random,1,0.01,0.01,-1,0,1,,0.000948046297353081,0.002059202767308061,0.000948046297353081,0.002059202767308061,0.002059202767308061,0.002055221301514603,1,4.993922844768697e-08,0.0009091934969670356,754.183354835407,nan,True,,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,,
initialization,2,100,1000,0.0001,0.001,1,random,1,0.01,0.01,-1,0,1,,0.0010952994360566345,0.0019958344711842337,0.0010952994360566345,0.0019958344711842337,0.0019958344711842337,0.001991275723531299,1,5.6703481732271715e-08,0.0008983044909402106,755.526084992255,nan,True,,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,,
initialization,3,100,1000,0.0001,0.001,1,random,1,0.01,0.01,-1,0,1,,0.0011302265697317661,0.00208630464283073,0.0011302265697317661,0.00208630464283073,0.00208630464283073,0.0020815953791749123,1,5.443066050873935e-08,0.0008926046057148334,759.4233410876361,nan,True,,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,,
initialization,4,100,1000,0.0001,0.001,1,random,1,0.01,0.01,-1,0,1,,0.0012317806259519194,0.0019469870134465957,0.0012317806259519194,0.0019469870134465957,0.0019469870134465957,0.0019418979382235164,1,6.549832440822532e-08,0.0008779188864558964,758.2169345083822,nan,True,,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,,
initialization,5,100,1000,0.0001,0.001,1,random,1,0.01,0.01,-1,0,1,,0.001126259951196182,0.0018624817576091408,0.001126259951196182,0.0018624817576091408,0.0018624817576091408,0.0018578192630623164,1,5.313656526299258e-08,0.0008956168336316869,743.6008521111077,nan,True,,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,,
initialization,0,100,1000,0.0001,1,1,random,1,0.01,0.01,208,22698,22490,108.60287081339713,0.5538647184938577,0.9698206157782321,0.009930721099296875,0.8291502599938037,0.009999351572095642,0.0009044333756660793,226980,5.8403965843772595e-08,0.0009044333758088454,1534.9701493517568,11982.02043886351,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,,
initialization,1,100,1000,0.0001,1,1,random,1,0.01,0.01,218,23144,22926,105.68036529680366,0.5475522004602564,1.0348165048144988,0.009888409724405604,0.8871349454315453,0.00999988539733632,0.0009091934970459166,231440,4.993922844768697e-08,0.0009091934969670356,1473.337196906702,11982.02043886351,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,,
initialization,2,100,1000,0.0001,1,1,random,1,0.01,0.01,203,23045,22842,112.9656862745098,0.4941398313538378,1.0247969538614696,0.00988940514997773,0.8944701399072492,0.009998489159690932,0.000898304490784924,230450,5.6703481732271715e-08,0.0008983044909402106,1475.9602915067205,11982.02043886351,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,,
initialization,3,100,1000,0.0001,1,1,random,1,0.01,0.01,225,23163,22938,102.49115044247787,0.5814877505108658,1.045323141698725,0.00989258683439463,0.8881305273665548,0.009998352804642901,0.0008926046058177676,231630,5.443066050873935e-08,0.0008926046057148334,1483.573788058165,11982.02043886351,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,,
initialization,4,100,1000,0.0001,1,1,random,1,0.01,0.01,206,22597,22391,109.16425120772946,0.6279358053767029,0.9573775259888903,0.009891288844825015,0.809645121876931,0.009998880143517047,0.0008779188864032169,225970,6.549832440822532e-08,0.0008779188864558964,1481.2170087996312,11982.02043886351,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,,
initialization,5,100,1000,0.0001,1,1,random,1,0.01,0.01,229,22492,22263,97.79130434782608,0.6155542994036665,0.9714525253379724,0.009981244514914396,0.8107134520213468,0.009999510499678463,0.0008956168330967432,224920,5.313656526299258e-08,0.0008956168336316869,1452.6637163795704,11982.02043886351,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,,
initialization,0,100,1000,0.0001,100,1,random,1,0.01,0.01,529,45723,45194,86.26981132075471,55.66474132677607,97.05359803092665,0.009976204773013041,77.51801623996595,0.00999880197567805,0.0009044333758088454,457230,5.8403965843772595e-08,0.0009044333758088454,2034.46190755831,34779.89264672535,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,,
initialization,1,100,1000,0.0001,100,1,random,1,0.01,0.01,571,46169,45598,80.71503496503496,54.849413152182414,103.3080405381995,0.009908841211145734,82.24811124280967,0.009999341888801035,0.0009091934969670356,461690,4.993922844768697e-08,0.0009091934969670356,1952.7730916208986,34779.89264672535,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,,
initialization,2,100,1000,0.0001,100,1,random,1,0.01,0.01,536,46069,45533,85.78957169459963,49.06767162653509,102.46287681187742,0.009925961477432648,83.48239249347496,0.009999773709607253,0.0008983044909402106,460690,5.6703481732271715e-08,0.0008983044909402106,1956.249762516364,34779.89264672535,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,,
initialization,3,100,1000,0.0001,100,1,random,1,0.01,0.01,562,46187,45625,82.0373001776199,58.19967872805273,104.30993100475243,0.00997834849006884,82.5865922485291,0.00999961890962719,0.0008926046057148334,461870,5.443066050873935e-08,0.0008926046057148334,1966.3407527051843,34779.89264672535,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,,
initialization,4,100,1000,0.0001,100,1,random,1,0.01,0.01,527,45622,45095,86.40530303030303,62.79853297081256,95.66635121085682,0.009919802317289433,75.6370072518761,0.00999833110163626,0.0008779188864558964,456220,6.549832440822532e-08,0.0008779188864558964,1963.2170583271304,34779.89264672535,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,,
initialization,5,100,1000,0.0001,100,1,random,1,0.01,0.01,573,45517,44944,79.2979094076655,61.604510128942295,97.363577419845,0.009972781642197398,75.59075306713349,0.009998953611430616,0.0008956168336316869,455170,5.313656526299258e-08,0.0008956168336316869,1925.3722925585453,34779.89264672535,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,,
initialization,0,100,1000,0.0001,10000,1,random,1,0.01,0.01,911,68748,67837,75.38157894736842,5569.642316342336,9706.966167623701,0.009927391953526939,7182.025912081492,0.00999825241237487,0.0009044333758088454,687480,5.8403965843772595e-08,0.0009044333758088454,2533.953665764863,57577.76485458719,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,,
initialization,1,100,1000,0.0001,10000,1,random,1,0.01,0.01,986,69194,68208,70.10536980749747,5486.2824904239715,10329.958954387446,0.009919910663422418,7568.584326967601,0.009998798412839174,0.0009091934969670356,691940,4.993922844768697e-08,0.0009091934969670356,2432.2089863350952,57577.76485458719,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,,
initialization,2,100,1000,0.0001,10000,1,random,1,0.01,0.01,935,69094,68159,73.81837606837607,4903.750164671141,10247.010495445043,0.009891692858927272,7708.75717948604,0.009999222164672413,0.0008983044909402106,690940,5.6703481732271715e-08,0.0008983044909402106,2436.5392335260076,57577.76485458719,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,,
initialization,3,100,1000,0.0001,10000,1,random,1,0.01,0.01,943,69212,68269,73.3177966101695,5820.999390375879,10429.660268824042,0.009899574849252312,7651.388302159322,0.009999075284523722,0.0008926046057148334,692120,5.443066050873935e-08,0.0008926046057148334,2449.1077173522035,57577.76485458719,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,,
initialization,4,100,1000,0.0001,10000,1,random,1,0.01,0.01,919,68646,67727,74.61521739130434,6280.46173448486,9566.812107205362,0.00994453426573467,6993.215922440155,0.0099996099243132,0.0008779188864558964,686460,6.549832440822532e-08,0.0008779188864558964,2445.2171078546294,57577.76485458719,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,,
initialization,5,100,1000,0.0001,10000,1,random,1,0.01,0.01,965,68542,67577,70.9544513457557,6161.428617721512,9739.431990844978,0.009980319030562583,6991.118518523301,0.0099983967569381,0.0008956168336316869,685420,5.313656526299258e-08,0.0008956168336316869,2398.08086873752,57577.76485458719,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,,
initialization,0,100,1000,0.0001,1000000,1,random,1,0.01,0.01,1335,91772,90437,68.69161676646706,556996.2989597716,970713.5714076803,0.009898433623799078,659814.3754022822,0.009999532449641944,0.0009044333758088454,917720,5.8403965843772595e-08,0.0009044333758088454,3033.445423971417,80375.63706244902,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,,
initialization,1,100,1000,0.0001,1000000,1,random,1,0.01,0.01,1421,92219,90798,64.85161744022504,548642.0600385987,1032988.3354444198,0.009954867988204592,693784.7341599602,0.009998254969448781,0.0009091934969670356,922190,4.993922844768697e-08,0.0009091934969670356,2911.6448810492925,80375.63706244902,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,,
initialization,2,100,1000,0.0001,1000000,1,random,1,0.01,0.01,1363,92119,90756,67.53592375366568,490345.2926043966,1024709.1686870774,0.009908997928968877,707642.5263994647,0.009998670653015768,0.0008983044909402106,921190,5.6703481732271715e-08,0.0008983044909402106,2916.8287045356515,80375.63706244902,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,,
initialization,3,100,1000,0.0001,1000000,1,random,1,0.01,0.01,1345,92237,90892,68.52674591381873,582110.7766940949,1042953.5895658922,0.009922598905747357,706017.5638476874,0.009998531691974727,0.0008926046057148334,922370,5.443066050873935e-08,0.0008926046057148334,2931.8746819992234,80375.63706244902,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,,
initialization,4,100,1000,0.0001,1000000,1,random,1,0.01,0.01,1352,91671,90319,67.75388026607538,628052.8167355942,956683.8715817328,0.009920622986121891,641307.9349397306,0.009999060838545975,0.0008779188864558964,916710,6.549832440822532e-08,0.0008779188864558964,2927.2171573821292,80375.63706244902,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,,
initialization,5,100,1000,0.0001,1000000,1,random,1,0.01,0.01,1388,91566,90178,65.92224622030237,616153.1246233656,973974.8325731026,0.009960500917087847,642420.063392919,0.009999693777081377,0.0008956168336316869,915660,5.313656526299258e-08,0.0008956168336316869,2870.7894449164955,80375.63706244902,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,,
learning_rate,0,100,1000,0.0001,1,0.5,random,1,0.01,0.01,418,45397,44979,108.34606205250597,0.5538647184938577,0.9698206157782321,0.009924848853893975,0.8290657771604557,0.009999475061975857,0.0009044333756660696,453970,5.8403965843772595e-08,0.0009044333758088454,3069.9402987035137,23964.04087772702,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,,
learning_rate,1,100,1000,0.0001,1,0.5,random,1,0.01,0.01,437,46290,45853,105.68493150684931,0.5475522004602564,1.0348165048144988,0.009958222325546506,0.8871528902459825,0.009999123026161261,0.0009091934970458834,462900,4.993922844768697e-08,0.0009091934969670356,2946.674393813404,23964.04087772702,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,,
learning_rate,2,100,1000,0.0001,1,0.5,random,1,0.01,0.01,407,46090,45683,112.9656862745098,0.4941398313538378,1.0247969538614696,0.009961065044053434,0.8944876821359052,0.009999547006871693,0.0008983044907848346,460900,5.6703481732271715e-08,0.0008983044909402106,2951.920583013441,23964.04087772702,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,,
learning_rate,3,100,1000,0.0001,1,0.5,random,1,0.01,0.01,451,46326,45875,102.49115044247787,0.5814877505108658,1.045323141698725,0.009962507589596045,0.8881489502565713,0.00999940080137659,0.0008926046058178272,463260,5.443066050873935e-08,0.0008926046057148334,2967.14757611633,23964.04087772702,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,,
learning_rate,4,100,1000,0.0001,1,0.5,random,1,0.01,0.01,413,45194,44781,109.16425120772946,0.6279358053767029,0.9573775259888903,0.009970451062479745,0.8096635494258102,0.009999912862115573,0.0008779188864031872,451940,6.549832440822532e-08,0.0008779188864558964,2962.4340175992625,23964.04087772702,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,,
learning_rate,5,100,1000,0.0001,1,0.5,random,1,0.01,0.01,460,44985,44525,97.58134490238612,0.6155542994036665,0.9714525253379724,0.009975686647833267,0.8106307939474423,0.00999962607934591,0.0008956168330967098,449850,5.313656526299258e-08,0.0008956168336316869,2905.3274327591407,23964.04087772702,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,,
learning_rate,0,100,1000,0.0001,1,1,random,1,0.01,0.01,208,22698,22490,108.60287081339713,0.5538647184938577,0.9698206157782321,0.009930721099296875,0.8291502599938037,0.009999351572095642,0.0009044333756660793,226980,5.8403965843772595e-08,0.0009044333758088454,1534.9701493517568,11982.02043886351,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,,
learning_rate,1,100,1000,0.0001,1,1,random,1,0.01,0.01,218,23144,22926,105.68036529680366,0.5475522004602564,1.0348165048144988,0.009888409724405604,0.8871349454315453,0.00999988539733632,0.0009091934970459166,231440,4.993922844768697e-08,0.0009091934969670356,1473.337196906702,11982.02043886351,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,,
learning_rate,2,100,1000,0.0001,1,1,random,1,0.01,0.01,203,23045,22842,112.9656862745098,0.4941398313538378,1.0247969538614696,0.00988940514997773,0.8944701399072492,0.009998489159690932,0.000898304490784924,230450,5.6703481732271715e-08,0.0008983044909402106,1475.9602915067205,11982.02043886351,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,,
learning_rate,3,100,1000,0.0001,1,1,random,1,0.01,0.01,225,23163,22938,102.49115044247787,0.5814877505108658,1.045323141698725,0.00989258683439463,0.8881305273665548,0.009998352804642901,0.0008926046058177676,231630,5.443066050873935e-08,0.0008926046057148334,1483.573788058165,11982.02043886351,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,,
learning_rate,4,100,1000,0.0001,1,1,random,1,0.01,0.01,206,22597,22391,109.16425120772946,0.6279358053767029,0.9573775259888903,0.009891288844825015,0.809645121876931,0.009998880143517047,0.0008779188864032169,225970,6.549832440822532e-08,0.0008779188864558964,1481.2170087996312,11982.02043886351,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,,
learning_rate,5,100,1000,0.0001,1,1,random,1,0.01,0.01,229,22492,22263,97.79130434782608,0.6155542994036665,0.9714525253379724,0.009981244514914396,0.8107134520213468,0.009999510499678463,0.0008956168330967432,224920,5.313656526299258e-08,0.0008956168336316869,1452.6637163795704,11982.02043886351,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,,
learning_rate,0,100,1000,0.0001,1,2,random,1,0.01,0.01,103,11349,11246,109.125,0.5538647184938577,0.9698206157782321,0.009942261870147358,0.8293192375010603,0.009997274953791307,0.0009044333756662412,113490,5.8403965843772595e-08,0.0009044333758088454,767.4850746758784,5991.010219431755,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,,
learning_rate,1,100,1000,0.0001,1,2,random,1,0.01,0.01,108,11572,11464,106.1651376146789,0.5475522004602564,1.0348165048144988,0.009900686740873705,0.8873159856303713,0.009997791433344118,0.0009091934970458253,115720,4.993922844768697e-08,0.0009091934969670356,736.668598453351,5991.010219431755,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,,
learning_rate,2,100,1000,0.0001,1,2,random,1,0.01,0.01,101,11522,11421,112.96078431372548,0.4941398313538378,1.0247969538614696,0.00974687402930836,0.8944351880270325,0.00999820941597989,0.0008983044907849477,115220,5.6703481732271715e-08,0.0008983044909402106,737.9801457533603,5991.010219431755,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,,
learning_rate,3,100,1000,0.0001,1,2,random,1,0.01,0.01,112,11581,11469,102.48672566371681,0.5814877505108658,1.045323141698725,0.009753502579811713,0.8880938211515454,0.009998066399805966,0.0008926046058177513,115810,5.443066050873935e-08,0.0008926046057148334,741.7868940290825,5991.010219431755,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,,
learning_rate,4,100,1000,0.0001,1,2,random,1,0.01,0.01,102,11298,11196,109.68932038834951,0.6279358053767029,0.9573775259888903,0.009899557143349023,0.8098098478562014,0.009998642579469285,0.0008779188864032238,112980,6.549832440822532e-08,0.0008779188864558964,740.6085043998156,5991.010219431755,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,,
learning_rate,5,100,1000,0.0001,1,2,random,1,0.01,0.01,114,11246,11132,97.79130434782608,0.6155542994036665,0.9714525253379724,0.009842925443791131,0.8106765089349548,0.009997425425290455,0.0008956168330973445,112460,5.313656526299258e-08,0.0008956168336316869,726.3318581897852,5991.010219431755,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,,
