sweep,seed,n,m,weight_decay,nu2,eta,teacher_kind,teacher_norm,epsilon,c,t1,t2,grokking_delay,t2_over_t1_plus_one,initial_training_loss,initial_population_loss,training_loss_after_fit,population_loss_after_fit,population_loss_at_t2,population_loss_late,late_epoch,limiting_training_loss,limiting_population_loss,equation8_t1_upper,equation8_t2_lower,equation8_t1_pass,equation8_t2_pass,training_monotone_to_crossing,population_monotone_to_crossing,lambda_min_positive_phi_t_phi,lambda_max_phi_t_phi,gd_condition_rhs,gd_condition_pass,spectral_orthogonality_error,teacher_sparsity,theta_star_norm
teacher_type,0,100,1000,0.0001,1,1,random,0.10000000000000001,0.01,0.01,209,22281,22072,106.1,0.5566474132677606,0.9705359803092665,0.009880834769005746,0.8289939340763364,0.009999605317742367,9.044333736424672e-06,222810,5.840396584377272e-10,9.044333758088456e-06,1534.9701493517568,11982.02043886351,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,0,0.1
teacher_type,1,100,1000,0.0001,1,1,random,0.10000000000000001,0.01,0.01,217,22628,22411,103.79816513761467,0.548494131521824,1.0330804053819953,0.009986485065044159,0.88565112224505,0.009999990552246388,9.091934982885737e-06,226280,4.993922844768691e-10,9.091934969670358e-06,1473.337196906702,11982.02043886351,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,0,0.1
teacher_type,2,100,1000,0.0001,1,1,random,0.10000000000000001,0.01,0.01,202,22656,22454,111.60591133004927,0.49067671626535087,1.024628768118774,0.009961773111573145,0.8951717506623587,0.009999973255090472,8.983044886489077e-06,226560,5.670348173227166e-10,8.983044909402106e-06,1475.9602915067205,11982.02043886351,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,0,0.09999999999999999
teacher_type,3,100,1000,0.0001,1,1,random,0.10000000000000001,0.01,0.01,224,22641,22417,100.62666666666667,0.5819967872805273,1.0430993100475243,0.009954817959079787,0.8863962862565774,0.009999637834920142,8.926046074497295e-06,226410,5.443066050873927e-10,8.926046057148337e-06,1483.573788058165,11982.02043886351,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,0,0.1
teacher_type,4,100,1000,0.0001,1,1,random,0.10000000000000001,0.01,0.01,205,22160,21955,107.57281553398059,0.6279853297081257,0.9566635121085681,0.009973644635935452,0.8092500657801639,0.00999820684672874,8.779188856403747e-06,221600,6.549832440822548e-10,8.779188864558965e-06,1481.2170087996312,11982.02043886351,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,0,0.1
teacher_type,5,100,1000,0.0001,1,1,random,0.10000000000000001,0.01,0.01,229,22189,21960,96.47391304347826,0.6160451012894228,0.97363577419845,0.009995990512184258,0.8125894524892581,0.009999383180108614,8.956168263889013e-06,221890,5.313656526299254e-10,8.95616833631687e-06,1452.6637163795704,11982.02043886351,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,0,0.09999999999999999
teacher_type,0,100,1000,0.0001,1,1,random,0.5,0.01,0.01,208,22369,22161,107.02870813397129,0.5553241305420245,0.9700180405176957,0.009991276705978602,0.828996003857799,0.009998287039524344,0.00022610834385301741,223690,1.4600991460943149e-08,0.00022610834395221134,1534.9701493517568,11982.02043886351,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,0,0.5
teacher_type,1,100,1000,0.0001,1,1,random,0.5,0.01,0.01,218,22758,22540,103.91780821917808,0.547985878402617,1.0336520051297746,0.00985635292855579,0.8860077307592872,0.009998398167560658,0.0002272983742997803,227580,1.2484807111921743e-08,0.0002272983742417589,1473.337196906702,11982.02043886351,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,0,0.5
teacher_type,2,100,1000,0.0001,1,1,random,0.5,0.01,0.01,202,22732,22530,111.98029556650246,0.4921157400070085,1.02450351733775,0.009998458188556847,0.8947767780802734,0.009999449163115447,0.00022457612262887213,227320,1.4175870433067929e-08,0.00022457612273505266,1475.9602915067205,11982.02043886351,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,0,0.49999999999999994
teacher_type,3,100,1000,0.0001,1,1,random,0.5,0.01,0.01,224,22775,22551,101.22222222222223,0.5816532690751683,1.0438876796702803,0.009993108517735544,0.8870846765945769,0.00999829262223218,0.00022315115150457388,227750,1.3607665127184837e-08,0.00022315115142870835,1483.573788058165,11982.02043886351,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,0,0.5
teacher_type,4,100,1000,0.0001,1,1,random,0.5,0.01,0.01,206,22259,22053,107.53140096618357,0.6278378614144335,0.9567808516109335,0.009841417317472274,0.8091372671847853,0.009998183724210262,0.0002194797215770415,222590,1.637458110205633e-08,0.0002194797216139741,1481.2170087996312,11982.02043886351,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,0,0.5
teacher_type,5,100,1000,0.0001,1,1,random,0.5,0.01,0.01,229,22229,22000,96.64782608695653,0.6157176959750964,0.9724654413715712,0.009987954542172928,0.8115761647275358,0.009998578288545605,0.00022390420805998266,222290,1.3284141315748144e-08,0.00022390420840792173,1452.6637163795704,11982.02043886351,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,0,0.49999999999999994
teacher_type,0,100,1000,0.0001,1,1,random,1,0.01,0.01,208,22698,22490,108.60287081339713,0.5538647184938577,0.9698206157782321,0.009930721099296875,0.8291502599938037,0.009999351572095642,0.0009044333756660793,226980,5.8403965843772595e-08,0.0009044333758088454,1534.9701493517568,11982.02043886351,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,0,1.0
teacher_type,1,100,1000,0.0001,1,1,random,1,0.01,0.01,218,23144,22926,105.68036529680366,0.5475522004602564,1.0348165048144988,0.009888409724405604,0.8871349454315453,0.00999988539733632,0.0009091934970459166,231440,4.993922844768697e-08,0.0009091934969670356,1473.337196906702,11982.02043886351,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,0,1.0
teacher_type,2,100,1000,0.0001,1,1,random,1,0.01,0.01,203,23045,22842,112.9656862745098,0.4941398313538378,1.0247969538614696,0.00988940514997773,0.8944701399072492,0.009998489159690932,0.000898304490784924,230450,5.6703481732271715e-08,0.0008983044909402106,1475.9602915067205,11982.02043886351,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,0,0.9999999999999999
teacher_type,3,100,1000,0.0001,1,1,random,1,0.01,0.01,225,23163,22938,102.49115044247787,0.5814877505108658,1.045323141698725,0.00989258683439463,0.8881305273665548,0.009998352804642901,0.0008926046058177676,231630,5.443066050873935e-08,0.0008926046057148334,1483.573788058165,11982.02043886351,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,0,1.0
teacher_type,4,100,1000,0.0001,1,1,random,1,0.01,0.01,206,22597,22391,109.16425120772946,0.6279358053767029,0.9573775259888903,0.009891288844825015,0.809645121876931,0.009998880143517047,0.0008779188864032169,225970,6.549832440822532e-08,0.0008779188864558964,1481.2170087996312,11982.02043886351,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,0,1.0
teacher_type,5,100,1000,0.0001,1,1,random,1,0.01,0.01,229,22492,22263,97.79130434782608,0.6155542994036665,0.9714525253379724,0.009981244514914396,0.8107134520213468,0.009999510499678463,0.0008956168330967432,224920,5.313656526299258e-08,0.0008956168336316869,1452.6637163795704,11982.02043886351,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,0,0.9999999999999999
teacher_type,0,100,1000,0.0001,1,1,random,2,0.01,0.01,207,24389,24182,117.2548076923077,0.5515948655942016,0.970925766299305,0.00999538066320952,0.8310275726636059,0.00999895935217506,0.0036177335031827526,243890,2.3361586337509038e-07,0.0036177335032353815,1534.9701493517568,11982.02043886351,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,0,2.0
teacher_type,1,100,1000,0.0001,1,1,random,2,0.01,0.01,218,24995,24777,114.1324200913242,0.5473569727643625,1.0386455041839477,0.0099665965343906,0.890757133235918,0.009999969377970876,0.0036367739878929214,249950,1.9975691379074788e-07,0.0036367739878681426,1473.337196906702,11982.02043886351,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,0,2.0
teacher_type,2,100,1000,0.0001,1,1,random,2,0.01,0.01,204,24681,24477,120.39512195121951,0.4989390529466875,1.026883826908909,0.009852075336990456,0.8954291834609107,0.00999924607060804,0.003593217963700361,246810,2.2681392692908686e-07,0.0035932179637608425,1475.9602915067205,11982.02043886351,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,0,1.9999999999999998
teacher_type,3,100,1000,0.0001,1,1,random,2,0.01,0.01,226,24992,24766,110.09691629955947,0.5820363106902469,1.0496940657556146,0.009855822467979001,0.8917815959051801,0.009999749253441104,0.0035704184228923875,249920,2.177226420349574e-07,0.0035704184228593336,1483.573788058165,11982.02043886351,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,0,2.0
teacher_type,4,100,1000,0.0001,1,1,random,2,0.01,0.01,207,24273,24066,116.69711538461539,0.6290726243991891,0.9600708747448035,0.009845916786062643,0.8117822070293185,0.009999838392099062,0.0035116755458038727,242730,2.619932976329013e-07,0.0035116755458235857,1481.2170087996312,11982.02043886351,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,0,2.0
teacher_type,5,100,1000,0.0001,1,1,random,2,0.01,0.01,229,23994,23765,104.32173913043478,0.6160470398324009,0.9709266932707754,0.009978940911249441,0.8103343499288485,0.009999246417987492,0.003582467334288518,239940,2.125462610519703e-07,0.0035824673345267477,1452.6637163795704,11982.02043886351,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,0,1.9999999999999998
teacher_type,0,100,1000,0.0001,1,1,sparse,1,0.01,0.01,209,22694,22485,108.06666666666666,0.5555306367270738,0.9702249159185194,0.009887888295288394,0.8288640523309768,0.009998296498447629,0.000909394079589897,226940,5.0271698731346284e-08,0.0009093940797511967,1534.9701493517568,11982.02043886351,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,5,0.9999999999999999
teacher_type,1,100,1000,0.0001,1,1,sparse,1,0.01,0.01,217,23204,22987,106.44036697247707,0.5499566947540248,1.0360011740796764,0.00989209253817446,0.8885258405124771,0.009998448614808086,0.000890712400633751,232040,5.7437107552834566e-08,0.0008907124004531235,1473.337196906702,11982.02043886351,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,5,1.0
teacher_type,2,100,1000,0.0001,1,1,sparse,1,0.01,0.01,202,23189,22987,114.23152709359606,0.4902379452634861,1.026593947480174,0.009989069398584644,0.8971167519318252,0.009999566291899466,0.0009166940489164803,231890,4.582299375505233e-08,0.0009166940488411052,1475.9602915067205,11982.02043886351,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,5,1.0
teacher_type,3,100,1000,0.0001,1,1,sparse,1,0.01,0.01,224,23281,23057,103.47111111111111,0.5816452659691126,1.0471824230934983,0.009863052797287669,0.8905334515469128,0.009999426583453574,0.0008789535066486916,232810,6.398212672888917e-08,0.0008789535063779604,1483.573788058165,11982.02043886351,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,5,1.0
teacher_type,4,100,1000,0.0001,1,1,sparse,1,0.01,0.01,205,22585,22380,109.63592233009709,0.6269388217450298,0.9564926290319972,0.009999996465406944,0.8092970665379908,0.009999169578392047,0.0009178482356262462,225850,4.6278732738525937e-08,0.0009178482357710694,1481.2170087996312,11982.02043886351,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,5,0.9999999999999999
teacher_type,5,100,1000,0.0001,1,1,sparse,1,0.01,0.01,229,22706,22477,98.72173913043478,0.6182123941369534,0.975619836493115,0.009968391226692798,0.8143146914962993,0.00999871445360458,0.0009023771511249329,227060,5.0676367207704236e-08,0.0009023771510495697,1452.6637163795704,11982.02043886351,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,5,0.9999999999999999
teacher_type,0,100,1000,0.0001,1,1,sparse,1,0.01,0.01,208,22641,22433,108.33014354066985,0.5545501679884984,0.968999034127311,0.00999888938241304,0.8281126672162573,0.00999978771014456,0.0009139334102708477,226410,4.8893337484892016e-08,0.0009139334105829491,1534.9701493517568,11982.02043886351,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,10,0.9999999999999999
teacher_type,1,100,1000,0.0001,1,1,sparse,1,0.01,0.01,218,23167,22949,105.78538812785388,0.5518814460461592,1.0358015186380682,0.009858480834828222,0.8874838139170828,0.009999197045601647,0.0009135503522204481,231670,4.302306938574096e-08,0.0009135503521112691,1473.337196906702,11982.02043886351,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,10,1.0
teacher_type,2,100,1000,0.0001,1,1,sparse,1,0.01,0.01,202,23178,22976,114.17733990147784,0.4907027764228925,1.0264656674080852,0.009929868432786813,0.8970681575053219,0.009998635106679168,0.0008968112522560928,231780,5.5800819885667056e-08,0.0008968112521807181,1475.9602915067205,11982.02043886351,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,10,1.0
teacher_type,3,100,1000,0.0001,1,1,sparse,1,0.01,0.01,224,22999,22775,102.21777777777778,0.5795412176277186,1.0417079300067449,0.009944228529511217,0.8854008274139655,0.00999869239378099,0.0008901445059300666,229990,6.233004356679882e-08,0.0008901445061146577,1483.573788058165,11982.02043886351,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,10,1.0
teacher_type,4,100,1000,0.0001,1,1,sparse,1,0.01,0.01,205,22529,22324,109.36407766990291,0.6312418572375791,0.9561108025510674,0.00998743489407835,0.8082571431256713,0.009998214253353854,0.0009245733451167703,225290,4.1321808871591334e-08,0.0009245733454425974,1481.2170087996312,11982.02043886351,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,10,0.9999999999999999
teacher_type,5,100,1000,0.0001,1,1,sparse,1,0.01,0.01,229,22701,22472,98.7,0.6197313529931213,0.9757243245426487,0.009990371187168638,0.814173142659508,0.009998295573126115,0.0009090415134405102,227010,5.082059266223048e-08,0.0009090415133863899,1452.6637163795704,11982.02043886351,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,10,1.0
teacher_type,0,100,1000,0.0001,1,1,sparse,1,0.01,0.01,209,22873,22664,108.91904761904762,0.5553579281574039,0.9733426888144339,0.009872756722483713,0.8319527071942285,0.009998493370249452,0.0009107226755016603,228730,4.9423725428690556e-08,0.0009107226752690219,1534.9701493517568,11982.02043886351,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,50,1.0
teacher_type,1,100,1000,0.0001,1,1,sparse,1,0.01,0.01,217,23182,22965,106.33944954128441,0.5466573264295151,1.0351094532196077,0.00994641392096743,0.8881282402706118,0.009999699489511103,0.0008959744676768298,231820,6.027978569746459e-08,0.0008959744675301213,1473.337196906702,11982.02043886351,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,50,1.0
teacher_type,2,100,1000,0.0001,1,1,sparse,1,0.01,0.01,203,23089,22886,113.18137254901961,0.4926321867015329,1.025385776009233,0.009926448848159857,0.8951854159002628,0.009999228806920711,0.0009096149664703781,230890,5.114661196972193e-08,0.0009096149665530531,1475.9602915067205,11982.02043886351,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,50,0.9999999999999999
teacher_type,3,100,1000,0.0001,1,1,sparse,1,0.01,0.01,224,23059,22835,102.48444444444445,0.5821099275444342,1.0429424523735389,0.00991943274783371,0.8863332160588638,0.009998593779571987,0.0009051310207055503,230590,5.2364270815458337e-08,0.000905131020787626,1483.573788058165,11982.02043886351,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,50,1.0
teacher_type,4,100,1000,0.0001,1,1,sparse,1,0.01,0.01,205,22671,22466,110.05339805825243,0.625768840830364,0.9579066447251804,0.009942157208881646,0.8108849116555713,0.009998829679643226,0.0009009946211586295,226710,5.3315322465006524e-08,0.0009009946210547517,1481.2170087996312,11982.02043886351,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,50,0.9999999999999999
teacher_type,5,100,1000,0.0001,1,1,sparse,1,0.01,0.01,229,22680,22451,98.6086956521739,0.6105736976166721,0.9739877056288415,0.009890374071768815,0.8141169658846223,0.009998959255606139,0.0008713781710706837,226800,7.005118727526331e-08,0.0008713781710152032,1452.6637163795704,11982.02043886351,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,50,0.9999999999999999
teacher_type,0,100,1000,0.0001,1,1,one_hot,1,0.01,0.01,209,22657,22448,107.89047619047619,0.5582794406133452,0.9705490101584232,0.00998499472187735,0.8285245220170451,0.009999398061569902,0.0008782488802748021,226570,6.093835033770191e-08,0.0008782488804919002,1534.9701493517568,11982.02043886351,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,0,1.0
teacher_type,1,100,1000,0.0001,1,1,one_hot,1,0.01,0.01,217,23152,22935,106.20183486238533,0.5469565749791343,1.034491104224283,0.009960619394434782,0.8874138872428302,0.009999203694497742,0.0009151718706395496,231520,4.521387522845009e-08,0.0009151718705543381,1473.337196906702,11982.02043886351,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,0,1.0
teacher_type,2,100,1000,0.0001,1,1,one_hot,1,0.01,0.01,202,23176,22974,114.16748768472907,0.4903733089385592,1.0263715842816314,0.009990566817367437,0.8968310232725397,0.009998528840414148,0.0009206120067416315,231760,4.350700985916582e-08,0.0009206120066901321,1475.9602915067205,11982.02043886351,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,0,1.0
teacher_type,3,100,1000,0.0001,1,1,one_hot,1,0.01,0.01,224,23249,23025,103.32888888888888,0.5839097477335637,1.0467178146300657,0.009891877870861775,0.8897702260227855,0.009998310009831334,0.0009002458485662629,232490,5.334353587054764e-08,0.0009002458483519999,1483.573788058165,11982.02043886351,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,0,1.0
teacher_type,4,100,1000,0.0001,1,1,one_hot,1,0.01,0.01,205,22463,22258,109.04368932038835,0.62217029262813,0.9535300989918901,0.009882693403003953,0.8072470326908738,0.009999205680696925,0.0009085046964336833,224630,5.105813565168057e-08,0.0009085046969556597,1481.2170087996312,11982.02043886351,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,0,1.0
teacher_type,5,100,1000,0.0001,1,1,one_hot,1,0.01,0.01,230,22863,22633,98.97402597402598,0.621199928424799,0.9791249552404709,0.009886303087663832,0.8168513421794248,0.009999422089635881,0.0009003646056559679,228630,4.821609865316678e-08,0.0009003646052641582,1452.6637163795704,11982.02043886351,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,0,1.0
teacher_type,0,100,1000,0.0001,1,1,uniform,1,0.01,0.01,208,22590,22382,108.08612440191388,0.5540268414975494,0.9680461687501004,0.009973402986721731,0.8272847577378278,0.009998640320423066,0.0009045771555654141,225900,5.436962199288246e-08,0.0009045771560211458,1534.9701493517568,11982.02043886351,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,0,0.9999999999999998
teacher_type,1,100,1000,0.0001,1,1,uniform,1,0.01,0.01,217,23262,23045,106.70642201834862,0.544534104160435,1.0363795549751555,0.009982097131032076,0.8893690113724627,0.009999682570383688,0.0009170666076510912,232620,4.6673035846047906e-08,0.0009170666074170747,1473.337196906702,11982.02043886351,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,0,0.9999999999999998
teacher_type,2,100,1000,0.0001,1,1,uniform,1,0.01,0.01,203,23223,23020,113.83823529411765,0.4953812563607836,1.0286666832139864,0.009955836973393507,0.897919002376099,0.009999839049601698,0.0008746921856756895,232230,7.238014646166458e-08,0.0008746921855162221,1475.9602915067205,11982.02043886351,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,0,0.9999999999999998
teacher_type,3,100,1000,0.0001,1,1,uniform,1,0.01,0.01,224,23165,22941,102.95555555555555,0.5845721604047882,1.045289539218465,0.009910492128985439,0.8882409167006865,0.00999908880527557,0.0009042781949010241,231650,5.530771826309126e-08,0.0009042781948047464,1483.573788058165,11982.02043886351,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,0,0.9999999999999998
teacher_type,4,100,1000,0.0001,1,1,uniform,1,0.01,0.01,205,22698,22493,110.18446601941747,0.6359455448319556,0.9599713794802561,0.009982340366942708,0.8113578858882972,0.00999953436318669,0.0008999446567584593,226980,5.655123049980324e-08,0.0008999446565895189,1481.2170087996312,11982.02043886351,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,0,0.9999999999999998
teacher_type,5,100,1000,0.0001,1,1,uniform,1,0.01,0.01,230,22600,22370,97.83549783549783,0.623771403283511,0.9747726858880539,0.009891220439602317,0.812323560750597,0.00999954180811265,0.0009023479894544262,226000,5.011441375731876e-08,0.0009023479896541437,1452.6637163795704,11982.02043886351,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,0,0.9999999999999998
teacher_type,0,100,1000,0.0001,1,1,top_k,1,0.01,0.01,210,22719,22509,107.67298578199052,0.5587602376397086,0.971439545575248,0.00985755084545208,0.829102690709294,0.009999889759308312,0.0009149461572159042,227190,4.817767729674483e-08,0.0009149461573183498,1534.9701493517568,11982.02043886351,True,True,True,True,0.460985602897949,1.7320854523039289,212.32071508068483,True,2.220446049250313e-15,10,1.0
teacher_type,1,100,1000,0.0001,1,1,top_k,1,0.01,0.01,216,22959,22743,105.80184331797236,0.5496223518203753,1.0313853306695782,0.009977598720612041,0.8843930394650215,0.009999581855630834,0.0008834621918925184,229590,6.216817364165578e-08,0.0008834621921324048,1473.337196906702,11982.02043886351,True,True,True,True,0.4802696498906642,1.713015416161269,203.96938709606263,True,3.552713678800501e-15,10,1.0
teacher_type,2,100,1000,0.0001,1,1,top_k,1,0.01,0.01,202,23236,23034,114.46305418719211,0.4903650679269627,1.0278022524795694,0.009972965961022057,0.8982979707234647,0.009999729143378018,0.0008782591796902746,232360,6.946964248630407e-08,0.0008782591795165196,1475.9602915067205,11982.02043886351,True,True,True,True,0.4794161088215512,1.6903864231947845,204.32510944681954,True,1.9984014443252818e-15,10,1.0
teacher_type,3,100,1000,0.0001,1,1,top_k,1,0.01,0.01,224,23310,23086,103.6,0.5792462430957341,1.0472329317130007,0.009891545808793327,0.8910432128837844,0.00999974691842469,0.0008828424467905945,233100,6.354870660906754e-08,0.0008828424464903216,1483.573788058165,11982.02043886351,True,True,True,True,0.47695581131521864,1.70402962906387,205.3574424543986,True,2.220446049250313e-15,10,1.0
teacher_type,4,100,1000,0.0001,1,1,top_k,1,0.01,0.01,205,22499,22294,109.21844660194175,0.6251299785198569,0.9549882995663952,0.009996440721724181,0.8079408523714352,0.009999599940750715,0.0009032024280436904,224990,5.127746328639888e-08,0.0009032024284315733,1481.2170087996312,11982.02043886351,True,True,True,True,0.47771470049666,1.717242672702639,205.0379041233858,True,3.1086244689504383e-15,10,1.0
teacher_type,5,100,1000,0.0001,1,1,top_k,1,0.01,0.01,230,22596,22366,97.81818181818181,0.6187794421871119,0.9739349809767052,0.009896530390717745,0.8122064174708462,0.00999935751907022,0.0009087451927215964,225960,4.813362936984047e-08,0.0009087451929425846,1452.6637163795704,11982.02043886351,True,True,True,True,0.48710457330950774,1.7240474215331025,201.1649165370641,True,3.1086244689504383e-15,10,1.0
